Sno.,Model Name,Price,RAM,ROM,Battery Capacity,Camera,URL,Features
1,I Kall k76,499,32 MB RAM,64 MB ROM,600 mAh Battery,0.03MP Rear Camera,https://www.flipkart.com/i-kall-k76/p/itmc0b3d5cf4de39?pid=MOBFXB8G2HDCXVNK&lid=LSTMOBFXB8G2HDCXVNKJMKTXO&marketplace=FLIPKART&srno=b_1_1&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFXB8G2HDCXVNK.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 3.56 cm (1.4 inch) Display 0.03MP Rear Camera 600 mAh Battery 1 year brand warranty
2,nuvo One Echo,569,32 MB RAM,32 MB ROM,800 mAh Battery,1.3MP Rear Camera,https://www.flipkart.com/nuvo-one-echo/p/itm2e024b36cec10?pid=MOBFPERGGF2G2XZY&lid=LSTMOBFPERGGF2G2XZY691O4K&marketplace=FLIPKART&srno=b_1_2&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFPERGGF2G2XZY.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 32 MB ROM 4.5 cm (1.77 inch) Display 1.3MP Rear Camera 800 mAh Battery One year brand warranty from the date of Purchase.
3,I Kall K100,589,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/i-kall-k100/p/itm3fa8e764f8127?pid=MOBFM2T6N6YRSTTS&lid=LSTMOBFM2T6N6YRSTTS6XRO2H&marketplace=FLIPKART&srno=b_1_3&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFM2T6N6YRSTTS.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
4,I Kall K100,589,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/i-kall-k100/p/itm3fa8e764f8127?pid=MOBFM2T6UKBFMDJG&lid=LSTMOBFM2T6UKBFMDJGFJSDIT&marketplace=FLIPKART&srno=b_1_4&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFM2T6UKBFMDJG.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
5,I Kall K31 New,599,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k31-new/p/itm5f7a4491c0bd4?pid=MOBFGK5EZWHAK9HF&lid=LSTMOBFGK5EZWHAK9HF1NPBYK&marketplace=FLIPKART&srno=b_1_5&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFGK5EZWHAK9HF.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 15 Month Manufacturer Warranty
6,GreenBerry Music,599,32 MB RAM,32 MB ROM,1000 mAh Battery,2MP Rear Camera; 0MP Front Camera,https://www.flipkart.com/greenberry-music/p/itm8a3bc2b8af450?pid=MOBFGZR8GYKRYAHP&lid=LSTMOBFGZR8GYKRYAHPYNPHO9&marketplace=FLIPKART&srno=b_1_6&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFGZR8GYKRYAHP.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) NA Display 2MP Rear Camera | 0MP Front Camera 1000 mAh Battery 6 Months
7,EcoTel E16,599,32 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/ecotel-e16/p/itm081bec556cf11?pid=MOBFPNNGY86TAZHK&lid=LSTMOBFPNNGY86TAZHKLNV1JN&marketplace=FLIPKART&srno=b_1_7&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFPNNGY86TAZHK.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Warranty
8,I Kall K43,599,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/i-kall-k43/p/itm8d9b3e1dc73af?pid=MOBFM56ZHJEKVYK9&lid=LSTMOBFM56ZHJEKVYK9Y2VGYK&marketplace=FLIPKART&srno=b_1_8&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFM56ZHJEKVYK9.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
9,GreenBerry N106,599,32 MB RAM,32 MB ROM,1000 mAh Battery,2MP Rear Camera; 0MP Front Camera,https://www.flipkart.com/greenberry-n106/p/itm7856e19e169d5?pid=MOBFPBUT9MAK43FZ&lid=LSTMOBFPBUT9MAK43FZEADKGR&marketplace=FLIPKART&srno=b_1_9&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFPBUT9MAK43FZ.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) NA Display 2MP Rear Camera | 0MP Front Camera 1000 mAh Battery 6 Months
10,I Kall K72,599,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/i-kall-k72/p/itm6c61f47b27431?pid=MOBFJX5B6CZSMAPZ&lid=LSTMOBFJX5B6CZSMAPZ8UH2YT&marketplace=FLIPKART&srno=b_1_10&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFJX5B6CZSMAPZ.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
11,I Kall K31 New Mobile,599,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/kall-k31-new-mobile/p/itm2e2945ecb319c?pid=MOBFGK63ZMBGYZJJ&lid=LSTMOBFGK63ZMBGYZJJ8IF74C&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFGK63ZMBGYZJJ.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 15 Month Manufacturer Warranty
12,I Kall K43,599,32 MB RAM,64 MB ROM,800 mAh Battery,,https://www.flipkart.com/i-kall-k43/p/itm8d9b3e1dc73af?pid=MOBFM56ZHEPEYKAD&lid=LSTMOBFM56ZHEPEYKADEH8SVP&marketplace=FLIPKART&srno=b_1_12&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFM56ZHEPEYKAD.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 800 mAh Battery 1 Year Manufacturer warranty
13,I Kall K26 New,599,32 MB RAM,32 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k26-new/p/itmfhnyxhzhugx7f?pid=MOBFHMXHMMUMGQH2&lid=LSTMOBFHMXHMMUMGQH2XV0MI8&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFHMXHMMUMGQH2.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 15 Month Manufacturer Warranty
14,Grabo NEO 1.8,609,64 MB RAM,64 MB ROM,1100 mAh Battery,,https://www.flipkart.com/grabo-neo-1-8/p/itmcf305f265d343?pid=MOBFUXXMAQHXGGSG&lid=LSTMOBFUXXMAQHXGGSGKSEBCQ&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFUXXMAQHXGGSG.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 1100 mAh Battery 1 Year Manufacturer Warranty for Device
15,Grabo ECO 1.8,609,64 MB RAM,64 MB ROM,1100 mAh Battery,,https://www.flipkart.com/grabo-eco-1-8/p/itm464216e785352?pid=MOBFVN87USD4YPPT&lid=LSTMOBFVN87USD4YPPTDB2RDV&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFVN87USD4YPPT.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 1100 mAh Battery 1 Year Manufacturer Warranty for Device
16,Grabo G310,619,64 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/grabo-g310/p/itm49634e103ef2c?pid=MOBFSFUFKHGC5GWX&lid=LSTMOBFSFUFKHGC5GWXFZRTVJ&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFSFUFKHGC5GWX.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Quarter QVGA Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty for Device
17,BlackZone RANGER,619,64 MB RAM,64 MB ROM,1000 mAh Battery,,https://www.flipkart.com/blackzone-ranger/p/itma03db684b1207?pid=MOBFP7J32VWKGUT4&lid=LSTMOBFP7J32VWKGUT4OH5K6N&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFP7J32VWKGUT4.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 1000 mAh Battery 1 Year Manufacturer Warranty for Device
18,BlackZone RANGER,619,64 MB RAM,64 MB ROM,1000 mAh Battery,,https://www.flipkart.com/blackzone-ranger/p/itma03db684b1207?pid=MOBFP8KQFXGKZS9R&lid=LSTMOBFP8KQFXGKZS9RLVFFKZ&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFP8KQFXGKZS9R.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 1000 mAh Battery 1 Year Manufacturer Warranty for Device
19,GIVA G2,619,32 MB RAM,64 MB ROM,1100 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/giva-g2/p/itm00662c74d5680?pid=MOBFWZ2KSZSGZRPV&lid=LSTMOBFWZ2KSZSGZRPVG2DLIS&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFWZ2KSZSGZRPV.SEARCH&ssid=8roppo0nj40000001605235578301,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1100 mAh Battery 1 YEAR SERVICE CENTER WARRANTY
20,BlackZone B-350,619,64 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b-350/p/itm557f15daed18f?pid=MOBFUCPYJFVYGHKD&lid=LSTMOBFUCPYJFVYGHKDZX09HO&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFUCPYJFVYGHKD.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty for Device
21,BlackZone COOL,619,64 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-cool/p/itmevt7zqhkau6wy?pid=MOBFUBJP8MTBBYCG&lid=LSTMOBFUBJP8MTBBYCGH9ZJGL&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFUBJP8MTBBYCG.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty for Device
22,BlackZone B-350,619,64 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b-350/p/itm557f15daed18f?pid=MOBFUBQACZ5F8ZQ8&lid=LSTMOBFUBQACZ5F8ZQ84MQIVM&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFUBQACZ5F8ZQ8.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty for Device
23,BlackZone COOL,619,64 MB RAM,64 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-cool/p/itmevt7zqhkau6wy?pid=MOBFUBPNGYVYEWXY&lid=LSTMOBFUBPNGYVYEWXYMOQL74&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBFUBPNGYVYEWXY.SEARCH&ssid=8roppo0nj40000001605235578301,64 MB RAM | 64 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer Warranty for Device
24,Peace P3,620,65 MB RAM,256 MB ROM,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p3/p/itmewpvy875jffsr?pid=MOBEWPVYEGYERPKF&lid=LSTMOBEWPVYEGYERPKFV8UKAN&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=d926681a-568c-4cd6-811b-26d0c11ba927.MOBEWPVYEGYERPKF.SEARCH&ssid=8roppo0nj40000001605235578301,65 MB RAM | 256 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 1 Month Brand Warranty
25,Peace P1,625,32 MB RAM,32 MB ROM,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p1/p/itmehughgpxnbhxe?pid=MOBEHUGHEQ8VJXJG&lid=LSTMOBEHUGHEQ8VJXJGPNHZ4H&marketplace=FLIPKART&srno=b_2_25&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBEHUGHEQ8VJXJG.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 6 Months Manufacturer Warranty
26,EcoTel E13,625,32 MB RAM,32 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/ecotel-e13/p/itm686200ebc451d?pid=MOBFPAGQFEHPWAPX&lid=LSTMOBFPAGQFEHPWAPXIK7TMP&marketplace=FLIPKART&srno=b_2_26&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFPAGQFEHPWAPX.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM 3.56 cm (1.4 inch) Display 0.3MP Rear Camera 1000 mAh Battery 6 month
27,Peace P4,629,64 MB RAM,256 MB ROM,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p4/p/itmewpvyrmn6vrxg?pid=MOBFCKH8JZ4G8JQY&lid=LSTMOBFCKH8JZ4G8JQYZPMDPQ&marketplace=FLIPKART&srno=b_2_27&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFCKH8JZ4G8JQY.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 256 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 1 Months Brand Warranty
28,Peace P4,629,64 MB RAM,256 MB ROM,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p4/p/itmewpvyrmn6vrxg?pid=MOBEX4Y3VZFCNZNS&lid=LSTMOBEX4Y3VZFCNZNSNYFWA7&marketplace=FLIPKART&srno=b_2_28&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBEX4Y3VZFCNZNS.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 256 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 1 Months Brand Warranty
29,MTR Mt105,629,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt105/p/itmf3prcnm3rumea?pid=MOBF3RZAKGFBFGQ3&lid=LSTMOBF3RZAKGFBFGQ3RTVCNF&marketplace=FLIPKART&srno=b_2_29&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF3RZAKGFBFGQ3.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months Warranty
30,MTR Mt105,629,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt105/p/itmf3prcnm3rumea?pid=MOBF3NF9TFXSK4XZ&lid=LSTMOBF3NF9TFXSK4XZDLEIGZ&marketplace=FLIPKART&srno=b_2_30&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF3NF9TFXSK4XZ.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months Warranty
31,MBO 310,630,32 MB RAM,32 MB ROM,1050 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mbo-310/p/itm80e01f372ac53?pid=MOBFWPGNKBK85EEZ&lid=LSTMOBFWPGNKBK85EEZJOWPPW&marketplace=FLIPKART&srno=b_2_31&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFWPGNKBK85EEZ.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1050 mAh Battery YES
32,Inovu A7i,639,32 MB RAM,32 MB ROM,1000 mAh Battery,,https://www.flipkart.com/inovu-a7i/p/itmfe2xg7tnhghck?pid=MOBFE44NAUJZKWRY&lid=LSTMOBFE44NAUJZKWRYN2KRHD&marketplace=FLIPKART&srno=b_2_32&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFE44NAUJZKWRY.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) Quarter QVGA Display 1000 mAh Battery 1 Year Manufacturer Warranty
33,Blackzone B312,639,10 MB RAM,10 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b312/p/itmf4543kgpehd8r?pid=MOBF469RWDTGCGMB&lid=LSTMOBF469RWDTGCGMBNDIINO&marketplace=FLIPKART&srno=b_2_33&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF469RWDTGCGMB.SEARCH&ssid=8t7wa1sfw00000001605235579928,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 12 Months Warranty
34,BlackZone B310,639,10 MB RAM,10 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b310/p/itmf3debauwugv9w?pid=MOBF3CJGZGSZFZNP&lid=LSTMOBF3CJGZGSZFZNPPF1F4R&marketplace=FLIPKART&srno=b_2_34&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF3CJGZGSZFZNP.SEARCH&ssid=8t7wa1sfw00000001605235579928,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 12 Months Warranty
35,BlackZone B310,639,10 MB RAM,10 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b310/p/itmf3debauwugv9w?pid=MOBF3CJEWMWDNRYT&lid=LSTMOBF3CJEWMWDNRYTCEWD6S&marketplace=FLIPKART&srno=b_2_35&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF3CJEWMWDNRYT.SEARCH&ssid=8t7wa1sfw00000001605235579928,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 12 Months Warranty
36,BlackZone B310,639,10 MB RAM,10 MB ROM,1000 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/blackzone-b310/p/itmf3debauwugv9w?pid=MOBFWTPYZBZ69H6Z&lid=LSTMOBFWTPYZBZ69H6ZG8YQLQ&marketplace=FLIPKART&srno=b_2_36&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFWTPYZBZ69H6Z.SEARCH&ssid=8t7wa1sfw00000001605235579928,10 MB RAM | 10 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 12 Months Warranty
37,Callbar A35S,645,NaN,0 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/callbar-a35s/p/itmf6jspwvvfn3kd?pid=MOBF6GQXSYENZC4V&lid=LSTMOBF6GQXSYENZC4VMTYOEP&marketplace=FLIPKART&srno=b_2_37&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF6GQXSYENZC4V.SEARCH&ssid=8t7wa1sfw00000001605235579928,0 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 6 Month Brand Warranty
38,Peace P2,645,NaN,NaN,850 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/peace-p2/p/itmezgyfvarfcu36?pid=MOBENCWBXHC3H6GQ&lid=LSTMOBENCWBXHC3H6GQOJMTVQ&marketplace=FLIPKART&srno=b_2_38&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBENCWBXHC3H6GQ.SEARCH&ssid=8t7wa1sfw00000001605235579928,4.57 cm (1.8 inch) Display 0.3MP Rear Camera 850 mAh Battery 1 Year manufacturer warranty 3 months accessories
39,MTR MT310,649,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt310/p/itmf2bhgqmn3tb7h?pid=MOBF3YSSN5WQYFNX&lid=LSTMOBF3YSSN5WQYFNXZTVKRX&marketplace=FLIPKART&srno=b_2_39&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF3YSSN5WQYFNX.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months
40,MTR Mt310,649,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt310/p/itmf2bhgqmn3tb7h?pid=MOBF2AZM3PCZND29&lid=LSTMOBF2AZM3PCZND29H9XU5L&marketplace=FLIPKART&srno=b_2_40&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF2AZM3PCZND29.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months Warranty
41,Inovu A9i,649,32 MB RAM,32 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/inovu-a9i/p/itmfcsh87rpr7fu8?pid=MOBFDT7Z3RV68QMM&lid=LSTMOBFDT7Z3RV68QMMSELEOH&marketplace=FLIPKART&srno=b_2_41&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFDT7Z3RV68QMM.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) Quarter QVGA Display 0.08MP Rear Camera 800 mAh Battery 1 Year Manufacturer Warranty
42,Inovu A9i,649,32 MB RAM,32 MB ROM,800 mAh Battery,0.08MP Rear Camera,https://www.flipkart.com/inovu-a9i/p/itmfcsh87rpr7fu8?pid=MOBFCR956PHJWSSB&lid=LSTMOBFCR956PHJWSSBQOB8V1&marketplace=FLIPKART&srno=b_2_42&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFCR956PHJWSSB.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) Quarter QVGA Display 0.08MP Rear Camera 800 mAh Battery 1 Year Manufacturer Warranty
43,MTR Mt312,649,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt312/p/itmf2aspu3cxjvgy?pid=MOBF2AZEHWFTKQJK&lid=LSTMOBF2AZEHWFTKQJKP6STEI&marketplace=FLIPKART&srno=b_2_43&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF2AZEHWFTKQJK.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months
44,MTR Mt312,649,64 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/mtr-mt312/p/itmf2aspu3cxjvgy?pid=MOBF2ANXHD2AZGYY&lid=LSTMOBF2ANXHD2AZGYYK6DBL3&marketplace=FLIPKART&srno=b_2_44&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBF2ANXHD2AZGYY.SEARCH&ssid=8t7wa1sfw00000001605235579928,64 MB RAM | 64 MB ROM 4.5 cm (1.77 inch) Display 0.3MP Rear Camera 800 mAh Battery 12 Months
45,I Kall K 48,649,32 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k-48/p/itm5ad2b9a5649a2?pid=MOBFHFYFZCYXGDGH&lid=LSTMOBFHFYFZCYXGDGH4FFIIU&marketplace=FLIPKART&srno=b_2_45&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFHFYFZCYXGDGH.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 Year manufacturing warranty for mobile and 6 months for accessories
46,I Kall K 48,649,32 MB RAM,64 MB ROM,800 mAh Battery,0.3MP Rear Camera,https://www.flipkart.com/kall-k-48/p/itm5ad2b9a5649a2?pid=MOBFHYZZDBA2B6RQ&lid=LSTMOBFHYZZDBA2B6RQHXULKK&marketplace=FLIPKART&srno=b_2_46&otracker=browse&fm=organic&iid=74f558d1-c732-411f-828b-2a19ac9440d6.MOBFHYZZDBA2B6RQ.SEARCH&ssid=8t7wa1sfw00000001605235579928,32 MB RAM | 64 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 800 mAh Battery 1 Year manufacturing warranty for mobile and 6 months for accessories
